,week,category,weekly_rank,weekly_hours_viewed,cumulative_weeks_in_top_10,Show_title,type,description,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes
2354,2021-09-19,Films (Non-English),8,1800000,2,kung fu hustle,movie,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",2004,R,99 min,"Action, Comedy, Fantasy","Hong Kong, China, United States",tt0373074,7.7,"140,289"
2355,2021-09-19,Films (Non-English),9,1470000,2,the women and the murderer,MOVIE,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021.0,PG-13,92.0,"['documentation', 'crime']",['FR'],tt15216504,6.4,1237.0
2356,2021-09-19,Films (Non-English),10,1450000,1,amores perros,movie,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",2000,R,154 min,"Drama, Thriller",Mexico,tt0245712,8.1,"240,473"
2357,2021-09-19,TV (English),1,125770000,1,sex education,SHOW,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,2019.0,TV-MA,52.0,"['drama', 'comedy']",['GB'],tt7767422,8.3,251168.0
2358,2021-09-19,TV (English),2,98140000,2,lucifer,SHOW,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016.0,TV-14,47.0,"['scifi', 'crime', 'drama', 'fantasy']",['US'],tt4052886,8.1,313124.0
2359,2021-09-19,TV (English),3,35020000,4,clickbait,SHOW,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",2021.0,TV-MA,46.0,"['crime', 'drama', 'thriller']","['US', 'AU']",tt10888878,7.2,51476.0
2360,2021-09-19,TV (English),4,19310000,3,good girls,SHOW,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018.0,TV-14,42.0,"['drama', 'crime', 'comedy']",['US'],tt6474378,7.7,50919.0
2361,2021-09-19,TV (English),5,18720000,3,turning point: 9/11 and the war on terror,SHOW,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021.0,TV-14,62.0,"['war', 'history', 'documentation']",['US'],tt15260794,8.0,9132.0
2362,2021-09-19,TV (English),6,16240000,4,lucifer,SHOW,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016.0,TV-14,47.0,"['scifi', 'crime', 'drama', 'fantasy']",['US'],tt4052886,8.1,313124.0
2363,2021-09-19,TV (English),7,14880000,1,sex education,SHOW,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,2019.0,TV-MA,52.0,"['drama', 'comedy']",['GB'],tt7767422,8.3,251168.0
2364,2021-09-19,TV (English),8,14350000,1,the circle,SHOW,"Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".",2020.0,TV-MA,52.0,['reality'],['US'],tt9581768,7.2,6901.0
2365,2021-09-19,TV (English),9,14180000,2,sharkdog,SHOW,"10 year old Max and his best friend Sharkdog - half shark, half dog, all appetite. Blissfully unaware of his own strength, stealth and general sharkiness, Sharkdog often leaves a trail of chaos in his wake.",2021.0,TV-Y,23.0,"['animation', 'comedy', 'family']","['SG', 'US']",tt12211696,5.8,168.0
2366,2021-09-19,TV (English),10,11560000,1,lucifer,SHOW,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016.0,TV-14,47.0,"['scifi', 'crime', 'drama', 'fantasy']",['US'],tt4052886,8.1,313124.0
2367,2021-09-19,TV (Non-English),1,63190000,1,squid game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021.0,TV-MA,55.0,"['action', 'thriller', 'drama']",['KR'],tt10919420,8.0,426967.0
2368,2021-09-19,TV (Non-English),2,39910000,3,money heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],tt6468322,8.2,461688.0
2369,2021-09-19,TV (Non-English),3,19340000,3,money heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],tt6468322,8.2,461688.0
2370,2021-09-19,TV (Non-English),4,18580000,3,hometown cha-cha-cha,SHOW,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021.0,TV-14,78.0,"['comedy', 'romance', 'drama']",['KR'],tt14518756,8.4,11060.0
2371,2021-09-19,TV (Non-English),5,13050000,7,hospital playlist,SHOW,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,2020.0,TV-14,93.0,"['drama', 'comedy']",['KR'],tt11769304,8.8,5099.0
2372,2021-09-19,TV (Non-English),6,12270000,3,money heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],tt6468322,8.2,461688.0
2373,2021-09-19,TV (Non-English),7,11940000,2,money heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],tt6468322,8.2,461688.0
2374,2021-09-19,TV (Non-English),8,11490000,3,money heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],tt6468322,8.2,461688.0
2376,2021-09-19,TV (Non-English),10,7870000,10,carrossel,series,"The adventures of a group of schoolchildren, taught and guided by a sweet-hearted, careful teacher.",2012–,TV-G,N/A,"Adventure, Comedy, Drama",Brazil,tt2215338,6.7,305
2377,2021-09-12,Films (English),1,38780000,1,kate,MOVIE,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,2021.0,R,106.0,"['action', 'drama', 'thriller', 'crime']","['US', 'JP', 'TH']",tt7737528,6.2,59480.0
2379,2021-09-12,Films (English),3,13560000,2,worth,MOVIE,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",2021.0,PG-13,118.0,"['drama', 'history']","['CA', 'GB', 'US']",tt8009744,6.8,13524.0
2380,2021-09-12,Films (English),4,10930000,3,he's all that,MOVIE,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",2021.0,R,91.0,"['comedy', 'romance']",['US'],tt4590256,4.3,24253.0
2382,2021-09-12,Films (English),6,8930000,1,in time,movie,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on t...",2011,PG-13,109 min,"Action, Sci-Fi, Thriller",United States,tt1637688,6.7,"411,413"
2383,2021-09-12,Films (English),7,7770000,1,noah,movie,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,2014,PG-13,138 min,"Action, Adventure, Drama",United States,tt1959490,5.8,"255,680"
2384,2021-09-12,Films (English),8,6960000,6,vivo,MOVIE,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,2021.0,PG,103.0,"['family', 'comedy', 'animation', 'drama']",['US'],tt6338498,6.7,18238.0
2385,2021-09-12,Films (English),9,6570000,4,sweet girl,MOVIE,A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,2021.0,R,110.0,"['action', 'drama', 'thriller']",['US'],tt10731768,5.5,31312.0
2386,2021-09-12,Films (English),10,6200000,1,monte carlo,movie,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,2011,PG,109 min,"Adventure, Comedy, Family",United States,tt1067774,5.8,"45,386"
2389,2021-09-12,Films (Non-English),3,3250000,1,kung fu hustle,movie,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",2004,R,99 min,"Action, Comedy, Fantasy","Hong Kong, China, United States",tt0373074,7.7,"140,289"
2390,2021-09-12,Films (Non-English),4,2990000,2,invasion,series,Earth is visited by an alien species that threatens humanity's existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.,2021–,TV-MA,N/A,"Drama, Fantasy, Sci-Fi",United States,tt9737326,6.0,"27,392"
2391,2021-09-12,Films (Non-English),5,2060000,1,the women and the murderer,MOVIE,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021.0,PG-13,92.0,"['documentation', 'crime']",['FR'],tt15216504,6.4,1237.0
2393,2021-09-12,Films (Non-English),7,1530000,1,love of my loves,movie,"Days before her wedding, a woman believes she's falling in love with a stranger who is also headed for the altar, and their lives change dramatically",2014,N/A,95 min,Comedy,Mexico,tt3344928,6.2,955
2395,2021-09-12,Films (Non-English),9,1440000,4,out of my league,movie,"Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her m...",2020,TV-MA,91 min,"Comedy, Drama, Romance",Italy,tt11154906,6.1,"2,876"
2396,2021-09-12,Films (Non-English),10,1410000,1,lassie come home,movie,"After her destitute family is forced to sell her, a collie named Lassie escapes from her new owner and begins the long trek from Scotland to her Yorkshire home.",1943,Passed,89 min,"Adventure, Drama, Family",United States,tt0036098,7.1,"5,540"
2397,2021-09-12,TV (English),1,75940000,1,lucifer,SHOW,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016.0,TV-14,47.0,"['scifi', 'crime', 'drama', 'fantasy']",['US'],tt4052886,8.1,313124.0
2398,2021-09-12,TV (English),2,54420000,3,clickbait,SHOW,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",2021.0,TV-MA,46.0,"['crime', 'drama', 'thriller']","['US', 'AU']",tt10888878,7.2,51476.0
2399,2021-09-12,TV (English),3,37910000,2,turning point: 9/11 and the war on terror,SHOW,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021.0,TV-14,62.0,"['war', 'history', 'documentation']",['US'],tt15260794,8.0,9132.0
2400,2021-09-12,TV (English),4,31750000,2,good girls,SHOW,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018.0,TV-14,42.0,"['drama', 'crime', 'comedy']",['US'],tt6474378,7.7,50919.0
2401,2021-09-12,TV (English),5,19590000,1,sharkdog,SHOW,"10 year old Max and his best friend Sharkdog - half shark, half dog, all appetite. Blissfully unaware of his own strength, stealth and general sharkiness, Sharkdog often leaves a trail of chaos in his wake.",2021.0,TV-Y,23.0,"['animation', 'comedy', 'family']","['SG', 'US']",tt12211696,5.8,168.0
2402,2021-09-12,TV (English),6,12990000,2,the 100,SHOW,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",2014.0,TV-14,42.0,"['scifi', 'drama', 'action']",['US'],tt2661044,7.6,245631.0
2403,2021-09-12,TV (English),7,12260000,3,lucifer,SHOW,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016.0,TV-14,47.0,"['scifi', 'crime', 'drama', 'fantasy']",['US'],tt4052886,8.1,313124.0
2404,2021-09-12,TV (English),8,11730000,1,octonauts: above & beyond,SHOW,"The Octonauts expand their exploration beyond the sea -- and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",2021.0,TV-Y,25.0,"['animation', 'family']",['KR'],tt15211330,7.2,82.0
2405,2021-09-12,TV (English),9,11480000,1,dive club,SHOW,"Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.",2021.0,TV-PG,27.0,"['drama', 'family']",['AU'],tt13275052,6.1,869.0
2406,2021-09-12,TV (English),10,11150000,3,manifest,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018.0,TV-14,42.0,"['drama', 'thriller', 'scifi']",['US'],tt8421350,7.1,53185.0
